ReportingArea,MMWRYear,MMWRWeek,TuberculosisCurrentWeek,"Tuberculosis, Current week, flag","Tuberculosis, Previous 52 weeks Max†","Tuberculosis, Previous 52 weeks Max†, flag",TuberculosisCum2021,"Tuberculosis, Cum 2021†, flag","Tuberculosis, Cum 2020†","Tuberculosis, Cum 2020†, flag","Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2021†","Tularemia, Cum 2021†, flag","Tularemia, Cum 2020†","Tularemia, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
CONNECTICUT,2021,49,,-,4,,50,,53,,,-,0,,,-,,-,CONNECTICUT,,20214903,POINT (-72.738288 41.575155)
MARYLAND,2021,49,,-,10,,143,,136,,,-,1,,1,,,-,MARYLAND,,20214933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,49,,-,8,,72,,51,,,-,0,,,-,,-,SOUTH CAROLINA,,20214935,POINT (-80.864614 33.878572)
OKLAHOMA,2021,49,,-,3,,6,,64,,,-,4,,1,,2,,OKLAHOMA,,20214946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,49,,-,3,,17,,35,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214965,POINT (145.725693 15.1834)
OHIO,2021,49,4,,48,,121,,99,,,-,1,,2,,,-,OHIO,,20214918,POINT (-82.70936 40.415534)
MINNESOTA,2021,49,,-,17,,108,,93,,,-,0,,,-,3,,MINNESOTA,,20214923,POINT (-94.198308 46.349153)
LOUISIANA,2021,49,1,,10,,83,,88,,,-,1,,,-,,-,LOUISIANA,,20214945,POINT (-91.840238 30.921314)
HAWAII,2021,49,1,,8,,96,,87,,,-,0,,,-,,-,HAWAII,,20214960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,49,4,,51,,737,,1106,,,-,1,,5,,4,,,SOUTH ATLANTIC,20214928,
PENNSYLVANIA,2021,49,4,,8,,152,,147,,,-,0,,,-,,-,PENNSYLVANIA,,20214913,POINT (-77.838886 40.896694)
UTAH,2021,49,1,,4,,16,,25,,,-,1,,3,,,-,UTAH,,20214955,POINT (-111.678222 39.323779)
COLORADO,2021,49,1,,7,,53,,41,,,-,1,,3,,1,,COLORADO,,20214950,POINT (-105.547832 38.998552)
VERMONT,2021,49,,-,2,,2,,2,,,-,0,,,-,,-,VERMONT,,20214908,POINT (-72.662695 44.075252)
KENTUCKY,2021,49,4,,5,,55,,60,,,-,2,,11,,5,,KENTUCKY,,20214940,POINT (-85.290484 37.526683)
PUERTO RICO,2021,49,,-,3,,14,,25,,,-,0,,,-,,-,PUERTO RICO,,20214967,POINT (-66.414655 18.215692)
MAINE,2021,49,,-,1,,11,,16,,,-,0,,,-,,-,MAINE,,20214904,POINT (-69.06137 45.117911)
VIRGINIA,2021,49,,-,16,,136,,135,,,-,0,,,-,2,,VIRGINIA,,20214936,POINT (-78.666382 37.510861)
ARIZONA,2021,49,,-,6,,105,,131,,,-,0,,,-,1,,ARIZONA,,20214949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,49,,-,0,,,-,4,,,-,0,,,-,,-,AMERICAN SAMOA,,20214964,
WISCONSIN,2021,49,,-,4,,54,,33,,,-,1,,3,,2,,WISCONSIN,,20214919,POINT (-89.732969 44.639954)
IDAHO,2021,49,,-,1,,3,,8,,,-,1,,2,,1,,IDAHO,,20214951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,49,,-,0,,,-,4,,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,20214968,
MICHIGAN,2021,49,,-,11,,80,,86,,,-,1,,1,,,-,MICHIGAN,,20214917,POINT (-85.730977 44.874798)
TOTAL,2021,47,53,,342,,5601,,6369,,,-,11,,107,,131,,,TOTAL,20214770,
US RESIDENTS,2021,45,45,,336,,5275,,5989,,,-,11,,100,,130,,,US RESIDENTS,20214501,
NEW HAMPSHIRE,2021,45,,-,3,,7,,8,,,-,1,,,-,,-,NEW HAMPSHIRE,,20214506,POINT (-71.57139 43.680429)
NEW YORK,2021,45,1,,12,,117,,141,,,-,0,,,-,1,,NEW YORK,,20214511,POINT (-75.59655 42.921241)
PACIFIC,2021,45,3,,68,,1485,,1783,,,-,5,,3,,6,,,PACIFIC,20214557,
WEST SOUTH CENTRAL,2021,45,1,,32,,858,,931,,,-,4,,3,,32,,,WEST SOUTH CENTRAL,20214543,
NEBRASKA,2021,45,,-,2,,2,,31,,,-,1,,7,,5,,NEBRASKA,,20214525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,45,6,,15,,239,,258,,,-,2,,9,,9,,,EAST SOUTH CENTRAL,20214538,
NORTH DAKOTA,2021,45,,-,1,,7,,10,,,-,1,,2,,8,,NORTH DAKOTA,,20214526,POINT (-100.46931 47.446305)
NEVADA,2021,45,,-,4,,48,,52,,,-,0,,,-,,-,NEVADA,,20214553,POINT (-114.916992 39.283294)
ILLINOIS,2021,45,,-,34,,199,,182,,,-,1,,2,,3,,ILLINOIS,,20214515,POINT (-89.148632 40.124144)
IOWA,2021,45,,-,3,,21,,36,,,-,1,,2,,3,,IOWA,,20214521,POINT (-93.500061 42.074659)
TEXAS,2021,45,,-,28,,719,,740,,,-,1,,1,,,-,TEXAS,,20214547,POINT (-99.317341 31.447238)
ALASKA,2021,45,,-,4,,52,,54,,,-,0,,,-,1,,ALASKA,,20214558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,45,,-,2,,14,,18,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214530,POINT (-77.016275 38.904785)
WASHINGTON,2021,45,,-,9,,168,,134,,,-,5,,,-,,-,WASHINGTON,,20214562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,45,,-,10,,182,,207,,,-,1,,5,,10,,,NEW ENGLAND,20214502,
RHODE ISLAND,2021,45,,-,2,,15,,6,,,-,0,,,-,,-,RHODE ISLAND,,20214507,POINT (-71.534637 41.572574)
OREGON,2021,45,,-,5,,62,,59,,,-,1,,1,,1,,OREGON,,20214561,POINT (-120.605279 43.940449)
DELAWARE,2021,45,,-,18,,37,,13,,,-,0,,,-,1,,DELAWARE,,20214529,POINT (-75.452394 38.994926)
ALABAMA,2021,45,1,,8,,81,,63,,,-,0,,,-,1,,ALABAMA,,20214539,POINT (-86.844516 32.756889)
KANSAS,2021,45,,-,7,,35,,29,,,-,3,,23,,9,,KANSAS,,20214522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,45,3,,21,,129,,123,,,-,1,,2,,1,,NORTH CAROLINA,,20214534,POINT (-79.130883 35.52603)
GUAM,2021,45,,-,3,,48,,52,,,-,0,,,-,,-,GUAM,,20214566,POINT (144.653198 13.3532)
NEW JERSEY,2021,45,2,,86,,178,,127,,,-,2,,4,,2,,NEW JERSEY,,20214510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,45,1,,3,,21,,22,,,-,0,,,-,1,,NEW MEXICO,,20214554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,45,,-,67,,537,,465,,,-,1,,11,,6,,,EAST NORTH CENTRAL,20214514,
TENNESSEE,2021,45,2,,7,,73,,106,,,-,1,,1,,3,,TENNESSEE,,20214542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,45,,-,4,,45,,52,,,-,0,,,-,,-,CONNECTICUT,,20214503,POINT (-72.738288 41.575155)
MARYLAND,2021,45,1,,10,,133,,129,,,-,1,,1,,,-,MARYLAND,,20214533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,45,3,,8,,66,,47,,,-,0,,,-,,-,SOUTH CAROLINA,,20214535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,45,,-,3,,6,,58,,,-,4,,1,,2,,OKLAHOMA,,20214546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,45,,-,3,,17,,31,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214565,POINT (145.725693 15.1834)
OHIO,2021,45,,-,49,,102,,94,,,-,1,,2,,,-,OHIO,,20214518,POINT (-82.70936 40.415534)
MINNESOTA,2021,45,,-,17,,106,,80,,,-,0,,,-,3,,MINNESOTA,,20214523,POINT (-94.198308 46.349153)
LOUISIANA,2021,45,,-,7,,71,,82,,,-,1,,,-,,-,LOUISIANA,,20214545,POINT (-91.840238 30.921314)
HAWAII,2021,45,1,,7,,86,,84,,,-,0,,,-,,-,HAWAII,,20214560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,45,12,,51,,654,,1028,,,-,1,,5,,4,,,SOUTH ATLANTIC,20214528,
PENNSYLVANIA,2021,45,5,,8,,141,,130,,,-,0,,,-,,-,PENNSYLVANIA,,20214513,POINT (-77.838886 40.896694)
UTAH,2021,45,,-,4,,11,,24,,,-,1,,2,,,-,UTAH,,20214555,POINT (-111.678222 39.323779)
COLORADO,2021,45,1,,7,,45,,39,,,-,1,,3,,1,,COLORADO,,20214550,POINT (-105.547832 38.998552)
VERMONT,2021,45,,-,2,,2,,2,,,-,0,,,-,,-,VERMONT,,20214508,POINT (-72.662695 44.075252)
KENTUCKY,2021,45,1,,5,,50,,54,,,-,2,,8,,5,,KENTUCKY,,20214540,POINT (-85.290484 37.526683)
PUERTO RICO,2021,45,,-,3,,11,,23,,,-,0,,,-,,-,PUERTO RICO,,20214567,POINT (-66.414655 18.215692)
MAINE,2021,45,,-,1,,11,,16,,,-,0,,,-,,-,MAINE,,20214504,POINT (-69.06137 45.117911)
VIRGINIA,2021,45,5,,16,,126,,128,,,-,0,,,-,2,,VIRGINIA,,20214536,POINT (-78.666382 37.510861)
ARIZONA,2021,45,,-,6,,90,,124,,,-,0,,,-,1,,ARIZONA,,20214549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,45,,-,0,,,-,4,,,-,0,,,-,,-,,AMERICAN SAMOA,20214564,
WISCONSIN,2021,45,,-,4,,49,,29,,,-,1,,3,,1,,WISCONSIN,,20214519,POINT (-89.732969 44.639954)
IDAHO,2021,45,,-,1,,1,,8,,,-,1,,2,,1,,IDAHO,,20214551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,45,,-,0,,,-,4,,,-,0,,,-,,-,VIRGIN ISLANDS,,20214568,POINT (-64.840836 18.060868)
MICHIGAN,2021,45,,-,11,,80,,82,,,-,1,,1,,,-,MICHIGAN,,20214517,POINT (-85.730977 44.874798)
GEORGIA,2021,45,,-,10,,143,,207,,,-,0,,,-,,-,GEORGIA,,20214532,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,45,13,,19,,447,,387,,,-,1,,2,,1,,,NEW YORK CITY,20214512,
ARKANSAS,2021,45,1,,6,,62,,51,,,-,1,,1,,30,,ARKANSAS,,20214544,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,45,2,,4,,35,,35,,,-,0,,,-,,-,MISSISSIPPI,,20214541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,45,,-,2,,11,,15,,,-,4,,14,,10,,SOUTH DAKOTA,,20214527,POINT (-100.230491 44.43614)
WYOMING,2021,45,,-,1,,1,,,-,,-,0,,,-,3,,WYOMING,,20214556,POINT (-107.55145 42.999627)
MISSOURI,2021,45,,-,5,,37,,61,,,-,1,,1,,13,,MISSOURI,,20214524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,45,21,,102,,883,,785,,,-,2,,6,,4,,,MIDDLE ATLANTIC,20214509,
CALIFORNIA,2021,45,2,,60,,1117,,1452,,,-,2,,2,,4,,CALIFORNIA,,20214559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,45,,-,2,,6,,11,,,-,1,,1,,,-,WEST VIRGINIA,,20214537,POINT (-80.613729 38.642579)
FLORIDA,2021,45,,-,9,,,-,352,,,-,1,,1,,,-,FLORIDA,,20214531,POINT (-82.420978 28.260731)
MONTANA,2021,45,,-,3,,1,,1,,,-,1,,2,,1,,MONTANA,,20214552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,45,,-,25,,219,,262,,,-,6,,49,,51,,,WEST NORTH CENTRAL,20214520,
MASSACHUSETTS,2021,45,,-,7,,102,,123,,,-,1,,5,,10,,MASSACHUSETTS,,20214505,POINT (-71.481104 42.151077)
MOUNTAIN,2021,45,2,,11,,218,,270,,,-,2,,9,,8,,,MOUNTAIN,20214548,
INDIANA,2021,45,,-,21,,107,,78,,,-,1,,3,,2,,INDIANA,,20214516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20214569,
US TERRITORIES,2021,45,,-,7,,76,,114,,,-,0,,,-,,-,,US TERRITORIES,20214563,
GEORGIA,2021,49,,-,10,,177,,228,,,-,0,,,-,,-,GEORGIA,,20214932,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,49,12,,19,,503,,417,,,-,1,,2,,1,,NEW YORK CITY,,20214912,
ARKANSAS,2021,49,,-,6,,64,,56,,,-,2,,1,,32,,ARKANSAS,,20214944,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,49,1,,4,,42,,38,,,-,0,,,-,,-,MISSISSIPPI,,20214941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,49,,-,2,,11,,15,,,-,4,,14,,10,,SOUTH DAKOTA,,20214927,POINT (-100.230491 44.43614)
WYOMING,2021,49,,-,1,,1,,,-,,-,1,,1,,3,,WYOMING,,20214956,POINT (-107.55145 42.999627)
MISSOURI,2021,49,,-,5,,37,,64,,,-,1,,1,,13,,MISSOURI,,20214924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,49,27,,102,,989,,862,,,-,2,,7,,5,,,MIDDLE ATLANTIC,20214909,
CALIFORNIA,2021,49,5,,60,,1252,,1573,,,-,2,,2,,4,,CALIFORNIA,,20214959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,49,,-,2,,6,,11,,,-,1,,1,,,-,WEST VIRGINIA,,20214937,POINT (-80.613729 38.642579)
FLORIDA,2021,49,,-,9,,,-,383,,,-,1,,1,,,-,FLORIDA,,20214931,POINT (-82.420978 28.260731)
MONTANA,2021,49,,-,1,,1,,4,,,-,1,,2,,1,,MONTANA,,20214952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,49,,-,25,,236,,281,,,-,6,,51,,51,,,WEST NORTH CENTRAL,20214920,
MASSACHUSETTS,2021,49,,-,7,,116,,137,,,-,1,,5,,10,,MASSACHUSETTS,,20214905,POINT (-71.481104 42.151077)
MOUNTAIN,2021,49,2,,11,,257,,287,,,-,2,,11,,8,,,MOUNTAIN,20214948,
INDIANA,2021,49,2,,21,,124,,83,,,-,2,,5,,2,,INDIANA,,20214916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,49,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20214969,
US TERRITORIES,2021,49,,-,7,,83,,122,,,-,0,,,-,,-,,US TERRITORIES,20214963,
DELAWARE,2021,50,,-,18,,40,,14,,,-,0,,,-,1,,DELAWARE,,20215029,POINT (-75.452394 38.994926)
ALABAMA,2021,50,2,,8,,87,,71,,,-,0,,,-,1,,ALABAMA,,20215039,POINT (-86.844516 32.756889)
KANSAS,2021,50,,-,7,,35,,32,,,-,3,,23,,9,,KANSAS,,20215022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,50,3,,21,,151,,133,,,-,1,,2,,1,,NORTH CAROLINA,,20215034,POINT (-79.130883 35.52603)
GUAM,2021,50,,-,3,,52,,55,,,-,0,,,-,,-,GUAM,,20215066,POINT (144.653198 13.3532)
NEW JERSEY,2021,50,8,,86,,212,,141,,,-,2,,4,,3,,NEW JERSEY,,20215010,POINT (-74.655514 40.110253)
NEW MEXICO,2021,50,,-,3,,23,,26,,,-,0,,,-,1,,NEW MEXICO,,20215054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,50,1,,66,,609,,527,,,-,2,,13,,8,,,EAST NORTH CENTRAL,20215014,
TENNESSEE,2021,50,,-,7,,81,,113,,,-,1,,1,,3,,TENNESSEE,,20215042,POINT (-86.343226 35.842998)
CONNECTICUT,2021,50,,-,4,,50,,53,,,-,0,,,-,,-,CONNECTICUT,,20215003,POINT (-72.738288 41.575155)
MARYLAND,2021,50,,-,10,,143,,136,,,-,1,,1,,,-,MARYLAND,,20215033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,50,7,,8,,79,,57,,,-,0,,,-,,-,SOUTH CAROLINA,,20215035,POINT (-80.864614 33.878572)
OKLAHOMA,2021,50,,-,3,,46,,67,,,-,4,,1,,2,,OKLAHOMA,,20215046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,50,,-,3,,18,,37,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20215065,POINT (145.725693 15.1834)
OHIO,2021,50,1,,48,,122,,99,,,-,1,,2,,,-,OHIO,,20215018,POINT (-82.70936 40.415534)
MINNESOTA,2021,50,5,,17,,113,,96,,,-,0,,,-,3,,MINNESOTA,,20215023,POINT (-94.198308 46.349153)
LOUISIANA,2021,50,,-,10,,83,,88,,,-,1,,,-,,-,LOUISIANA,,20215045,POINT (-91.840238 30.921314)
HAWAII,2021,50,1,,8,,98,,88,,,-,0,,,-,,-,HAWAII,,20215060,POINT (-157.854309 21.361013)
TOTAL,2021,48,105,,342,,5802,,6460,,,-,11,,108,,131,,,TOTAL,20214870,
US RESIDENTS,2021,46,52,,335,,5407,,6101,,,-,11,,105,,131,,,US RESIDENTS,20214601,
NEW HAMPSHIRE,2021,46,,-,3,,7,,8,,,-,1,,,-,,-,NEW HAMPSHIRE,,20214606,POINT (-71.57139 43.680429)
NEW YORK,2021,46,2,,12,,120,,145,,,-,1,,1,,1,,NEW YORK,,20214611,POINT (-75.59655 42.921241)
PACIFIC,2021,46,7,,68,,1520,,1816,,,-,5,,3,,6,,,PACIFIC,20214657,
WEST SOUTH CENTRAL,2021,46,1,,32,,877,,954,,,-,4,,3,,32,,,WEST SOUTH CENTRAL,20214643,
NEBRASKA,2021,46,,-,2,,2,,31,,,-,1,,7,,5,,NEBRASKA,,20214625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,46,5,,15,,245,,268,,,-,2,,12,,9,,,EAST SOUTH CENTRAL,20214638,
NORTH DAKOTA,2021,46,,-,1,,7,,10,,,-,1,,2,,8,,NORTH DAKOTA,,20214626,POINT (-100.46931 47.446305)
NEVADA,2021,46,,-,5,,53,,52,,,-,0,,,-,,-,NEVADA,,20214653,POINT (-114.916992 39.283294)
ILLINOIS,2021,46,,-,34,,203,,182,,,-,1,,2,,3,,ILLINOIS,,20214615,POINT (-89.148632 40.124144)
IOWA,2021,46,,-,3,,23,,36,,,-,1,,2,,3,,IOWA,,20214621,POINT (-93.500061 42.074659)
TEXAS,2021,46,,-,28,,737,,759,,,-,1,,1,,,-,TEXAS,,20214647,POINT (-99.317341 31.447238)
ALASKA,2021,46,2,,4,,54,,54,,,-,0,,,-,1,,ALASKA,,20214658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,46,1,,2,,15,,18,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214630,POINT (-77.016275 38.904785)
WASHINGTON,2021,46,,-,9,,170,,136,,,-,5,,,-,,-,WASHINGTON,,20214662,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,46,4,,10,,191,,209,,,-,1,,5,,10,,,NEW ENGLAND,20214602,
RHODE ISLAND,2021,46,,-,2,,15,,6,,,-,0,,,-,,-,RHODE ISLAND,,20214607,POINT (-71.534637 41.572574)
OREGON,2021,46,,-,5,,63,,60,,,-,1,,1,,1,,OREGON,,20214661,POINT (-120.605279 43.940449)
DELAWARE,2021,46,,-,18,,37,,13,,,-,0,,,-,1,,DELAWARE,,20214629,POINT (-75.452394 38.994926)
ALABAMA,2021,46,1,,8,,82,,64,,,-,0,,,-,1,,ALABAMA,,20214639,POINT (-86.844516 32.756889)
KANSAS,2021,46,,-,7,,35,,29,,,-,3,,23,,9,,KANSAS,,20214622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,46,2,,21,,131,,123,,,-,1,,2,,1,,NORTH CAROLINA,,20214634,POINT (-79.130883 35.52603)
GUAM,2021,46,1,,3,,50,,53,,,-,0,,,-,,-,GUAM,,20214666,POINT (144.653198 13.3532)
NEW JERSEY,2021,46,3,,86,,182,,132,,,-,2,,4,,3,,NEW JERSEY,,20214610,POINT (-74.655514 40.110253)
NEW MEXICO,2021,46,,-,3,,21,,24,,,-,0,,,-,1,,NEW MEXICO,,20214654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,46,,-,66,,547,,466,,,-,1,,11,,6,,,EAST NORTH CENTRAL,20214614,
TENNESSEE,2021,46,3,,7,,76,,109,,,-,1,,1,,3,,TENNESSEE,,20214642,POINT (-86.343226 35.842998)
CONNECTICUT,2021,46,,-,4,,45,,53,,,-,0,,,-,,-,CONNECTICUT,,20214603,POINT (-72.738288 41.575155)
MARYLAND,2021,46,4,,10,,137,,130,,,-,1,,1,,,-,MARYLAND,,20214633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,46,,-,8,,66,,47,,,-,0,,,-,,-,SOUTH CAROLINA,,20214635,POINT (-80.864614 33.878572)
OKLAHOMA,2021,46,,-,3,,6,,60,,,-,4,,1,,2,,OKLAHOMA,,20214646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,46,,-,3,,17,,32,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214665,POINT (145.725693 15.1834)
OHIO,2021,46,,-,48,,107,,94,,,-,1,,2,,,-,OHIO,,20214618,POINT (-82.70936 40.415534)
MINNESOTA,2021,46,,-,17,,107,,80,,,-,0,,,-,3,,MINNESOTA,,20214623,POINT (-94.198308 46.349153)
LOUISIANA,2021,46,1,,7,,72,,83,,,-,1,,,-,,-,LOUISIANA,,20214645,POINT (-91.840238 30.921314)
HAWAII,2021,46,2,,8,,90,,85,,,-,0,,,-,,-,HAWAII,,20214660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,46,10,,51,,669,,1041,,,-,1,,5,,4,,,SOUTH ATLANTIC,20214628,
PENNSYLVANIA,2021,46,3,,8,,144,,134,,,-,0,,,-,,-,PENNSYLVANIA,,20214613,POINT (-77.838886 40.896694)
UTAH,2021,46,,-,4,,11,,24,,,-,1,,3,,,-,UTAH,,20214655,POINT (-111.678222 39.323779)
COLORADO,2021,46,,-,7,,45,,40,,,-,1,,3,,1,,COLORADO,,20214650,POINT (-105.547832 38.998552)
VERMONT,2021,46,,-,2,,2,,2,,,-,0,,,-,,-,VERMONT,,20214608,POINT (-72.662695 44.075252)
KENTUCKY,2021,46,,-,5,,50,,59,,,-,2,,11,,5,,KENTUCKY,,20214640,POINT (-85.290484 37.526683)
PUERTO RICO,2021,46,1,,3,,12,,23,,,-,0,,,-,,-,PUERTO RICO,,20214667,POINT (-66.414655 18.215692)
MAINE,2021,46,,-,1,,11,,16,,,-,0,,,-,,-,MAINE,,20214604,POINT (-69.06137 45.117911)
VIRGINIA,2021,46,3,,16,,128,,131,,,-,0,,,-,2,,VIRGINIA,,20214636,POINT (-78.666382 37.510861)
ARIZONA,2021,46,,-,6,,91,,126,,,-,0,,,-,1,,ARIZONA,,20214649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,46,,-,0,,,-,4,,,-,0,,,-,,-,,AMERICAN SAMOA,20214664,
WISCONSIN,2021,46,,-,4,,50,,29,,,-,1,,3,,1,,WISCONSIN,,20214619,POINT (-89.732969 44.639954)
IDAHO,2021,46,,-,1,,1,,8,,,-,1,,2,,1,,IDAHO,,20214651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,46,,-,0,,,-,4,,,-,0,,,-,,-,VIRGIN ISLANDS,,20214668,POINT (-64.840836 18.060868)
MICHIGAN,2021,46,,-,11,,80,,83,,,-,1,,1,,,-,MICHIGAN,,20214617,POINT (-85.730977 44.874798)
GEORGIA,2021,46,,-,10,,149,,209,,,-,0,,,-,,-,GEORGIA,,20214632,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,46,17,,19,,466,,398,,,-,1,,2,,1,,,NEW YORK CITY,20214612,
ARKANSAS,2021,46,,-,6,,62,,52,,,-,2,,1,,30,,ARKANSAS,,20214644,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,46,1,,4,,37,,36,,,-,0,,,-,,-,MISSISSIPPI,,20214641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,46,,-,2,,11,,15,,,-,4,,14,,10,,SOUTH DAKOTA,,20214627,POINT (-100.230491 44.43614)
WYOMING,2021,46,,-,1,,1,,,-,,-,0,,,-,3,,WYOMING,,20214656,POINT (-107.55145 42.999627)
MISSOURI,2021,46,,-,5,,37,,62,,,-,1,,1,,13,,MISSOURI,,20214624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,46,25,,102,,912,,809,,,-,2,,7,,5,,,MIDDLE ATLANTIC,20214609,
CALIFORNIA,2021,46,3,,60,,1143,,1481,,,-,2,,2,,4,,CALIFORNIA,,20214659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,46,,-,2,,6,,11,,,-,1,,1,,,-,WEST VIRGINIA,,20214637,POINT (-80.613729 38.642579)
FLORIDA,2021,46,,-,9,,,-,359,,,-,1,,1,,,-,FLORIDA,,20214631,POINT (-82.420978 28.260731)
MONTANA,2021,46,,-,3,,1,,1,,,-,1,,2,,1,,MONTANA,,20214652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,46,,-,25,,222,,263,,,-,6,,49,,51,,,WEST NORTH CENTRAL,20214620,
MASSACHUSETTS,2021,46,4,,7,,111,,124,,,-,1,,5,,10,,MASSACHUSETTS,,20214605,POINT (-71.481104 42.151077)
MOUNTAIN,2021,46,,-,11,,224,,275,,,-,2,,10,,8,,,MOUNTAIN,20214648,
INDIANA,2021,46,,-,21,,107,,78,,,-,1,,3,,2,,INDIANA,,20214616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20214669,
US TERRITORIES,2021,46,2,,7,,79,,116,,,-,0,,,-,,-,,US TERRITORIES,20214663,
TOTAL,2021,49,56,,342,,5967,,6622,,,-,11,,111,,135,,,TOTAL,20214970,
US RESIDENTS,2021,47,51,,335,,5520,,6249,,,-,11,,107,,131,,,US RESIDENTS,20214701,
NEW HAMPSHIRE,2021,47,,-,3,,9,,8,,,-,1,,,-,,-,NEW HAMPSHIRE,,20214706,POINT (-71.57139 43.680429)
NEW YORK,2021,47,1,,12,,122,,149,,,-,1,,1,,1,,NEW YORK,,20214711,POINT (-75.59655 42.921241)
PACIFIC,2021,47,5,,68,,1552,,1864,,,-,5,,3,,6,,,PACIFIC,20214757,
WEST SOUTH CENTRAL,2021,47,,-,31,,887,,979,,,-,4,,3,,30,,,WEST SOUTH CENTRAL,20214743,
NEBRASKA,2021,47,,-,2,,2,,32,,,-,1,,8,,5,,NEBRASKA,,20214725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,47,8,,15,,252,,273,,,-,2,,12,,10,,,EAST SOUTH CENTRAL,20214738,
NORTH DAKOTA,2021,47,1,,1,,9,,10,,,-,1,,2,,8,,NORTH DAKOTA,,20214726,POINT (-100.46931 47.446305)
NEVADA,2021,47,,-,5,,53,,54,,,-,0,,,-,,-,NEVADA,,20214753,POINT (-114.916992 39.283294)
ILLINOIS,2021,47,,-,34,,206,,182,,,-,1,,2,,3,,ILLINOIS,,20214715,POINT (-89.148632 40.124144)
